pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
chtb_324-10-5,sent,10,real,`` they train mostly indoors back in china .,they do much more training indoor at home .,`` they train mostly indoors back in china .,they do much more training indoor at home .,0.875,8-8 2-4 4-5 5-7 ,{},{},{},{},{},{},{}
news-C:2058,news-C:2058,,test,"police searched Tanzi 's home near Parma on Wednesday , and prosecutors had sought to interrogate him that day only to find he had left Italy for an undisclosed foreign country .","magistrates searched Tanzi 's home near Parma on Wednesday and tried to question him the same day , only to find he had left Italy for an undisclosed foreign country .","police search tanzi 's home near parma on wednesday , and prosecutor have seek to interrogate him that day only to find he have leave italy for an undisclosed foreign country .","magistrate search tanzi 's home near parma on wednesday and try to question him the same day , only to find he have leave italy for an undisclosed foreign country .",0.2857142857142857,31-30 19-18 20-19 21-20 22-21 23-22 24-23 25-24 26-25 27-26 28-27 29-28 30-29 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 15-12 14-11 16-13 13-10 18-16 ,{},{},{},1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 10-9 14-11 15-12 16-13 17-14 17-15 18-16 19-18 20-19 21-20 22-21 23-22 24-23 25-24 26-25 27-26 28-27 29-28 30-29 31-30 ,0-0 11-0 12-10 13-10 ,{},{}
news-C:1468,news-C:1468,,test,the measures could be taken up by the full Senate as early as Friday .,Ratliff said he hopes to bring the two measures to the full Senate by Friday .,the measure could be take up by the full senate as early a friday .,ratliff say he hop to bring the two measure to the full senate by friday .,0.6666666666666667,14-15 7-10 8-11 9-12 13-14 1-8 0-6 4-5 6-13 ,{},{},{},0-6 1-8 7-10 8-11 9-12 10-13 11-13 12-13 13-14 14-15 ,2-3 2-4 2-5 2-9 3-3 3-4 3-5 3-9 4-3 4-4 4-5 4-9 5-3 5-4 5-5 5-9 6-3 6-4 6-5 6-9 ,{},{}
news-C:95,news-C:95,,test,but he added that the New York-based actor and producer is '' a private person and does n't care to have his treatment out for public consumption '' .,but he added that De Niro is '' a private person and does n't care to have his treatment out for public consumption '' .,but he add that the new york-based actor and producer be '' a private person and do n't care to have his treatment out for public consumption '' .,but he add that de niro be '' a private person and do n't care to have his treatment out for public consumption '' .,0.24137931034482762,28-24 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 25-21 26-22 27-23 0-0 1-1 2-2 3-3 ,{},{},{},0-0 1-1 2-2 3-3 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 25-21 26-22 27-23 28-24 ,4-4 4-5 5-4 5-5 6-4 6-5 7-4 7-5 8-4 8-5 9-4 9-5 ,{},{}
news-C:659,news-C:659,,test,U.S. corporate bond yield spreads tightened in spotty trading on Friday as Wall Street labored to get back on its feet after the largest power outage ever in North America .,"U.S. stocks rose slightly on feather-light volume on Friday , as Wall Street regrouped after the biggest-ever power outage in North America .",u.s. corporate bond yield spread tighten in spotty trading on friday a wall street labor to get back on it foot after the large power outage ever in north america .,"u.s. stock rise slightly on feather-light volume on friday , a wall street regroup after the biggest-ever power outage in north america .",0.6216216216216216,30-22 27-19 28-20 29-21 11-10 12-11 13-12 9-7 10-8 21-14 22-15 24-17 25-18 0-0 26-16 ,{},{},{},0-0 1-1 2-1 9-7 10-8 11-10 12-11 13-12 21-14 22-15 23-16 24-17 25-18 26-16 27-19 28-20 29-21 30-22 ,3-2 3-3 3-4 3-5 3-6 4-2 4-3 4-4 4-5 4-6 5-2 5-3 5-4 5-5 5-6 6-2 6-3 6-4 6-5 6-6 7-2 7-3 7-4 7-5 7-6 8-2 8-3 8-4 8-5 8-6 14-13 15-13 16-13 17-13 18-13 19-13 20-13 ,{},{}
news-C:772,news-C:772,,test,the decision unnerved voting officials who already have been warning that they have barely enough time to organize the election before the balloting is scheduled to begin .,the decision unnerved voting officials who already have been warning they have barely enough time to organize the election .,the decision unnerve voting official who already have be warn that they have barely enough time to organize the election before the balloting be schedule to begin .,the decision unnerve voting official who already have be warn they have barely enough time to organize the election .,0.21739130434782605,27-19 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 27-19 ,{},{},{}
news-C:2746,news-C:2746,,test,"'' the message is : if an individual is thinking of getting a flu shot , they should n't wait .","'' the message to the public is : if you are thinking of getting a flu shot , do n't wait any longer '' , he said .","'' the message be : if an individual be think of get a flu shot , they should n't wait .","'' the message to the public be : if you be think of get a flu shot , do n't wait any long '' , he say .",0.4285714285714286,20-27 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 0-0 1-1 2-2 3-6 4-7 5-8 18-19 19-20 ,{},{},{},0-0 1-1 2-2 3-6 4-7 5-8 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 17-18 17-19 18-18 18-19 19-20 19-21 19-22 ,6-9 7-9 ,{},{}
news-C:1211,news-C:1211,,test,seven of the nine Democratic presidential candidates were also scheduled to address the forum .,seven of nine Democratic candidates for president also said they would participate in the conference Monday .,seven of the nine democratic presidential candidate be also schedule to address the forum .,seven of nine democratic candidate for president also say they would participate in the conference monday .,0.6521739130434783,14-16 0-0 1-1 3-2 4-3 6-4 5-6 8-7 ,{},{},{},0-0 1-1 3-2 4-3 6-4 8-7 12-13 13-14 14-16 ,5-5 5-6 7-8 7-9 7-10 7-11 7-12 9-8 9-9 9-10 9-11 9-12 10-8 10-9 10-10 10-11 10-12 11-8 11-9 11-10 11-11 11-12 ,{},{}
VOM19981230_0700_0515-1-13,sent,1,real,disagreement occurred among several key u.s. republican congressmen over president clinton &apos;s impeachment trial .,keymen of the senators of the us disagreed on how to impeach president clinton .,disagreement occur among several key u.s. republican congressman over president clinton &apos;s impeachment trial .,keymen of the senator of the u disagree on how to impeach president clinton .,0.88,14-14 9-12 10-13 12-11 5-6 7-3 0-7 ,{},{},{},{},{},{},{}
news-C:1429,news-C:1429,,test,"under the 1973 Roe vs. Wade ruling , before a fetus could live outside the womb , the abortion decision was left to the woman and her physician .","under the original Roe v. Wade ruling , the abortion decision was left to the woman and her physician before a fetus could live outside the womb .","under the 1973 roe vs. wade ruling , before a fetus could live outside the womb , the abortion decision be leave to the woman and her physician .","under the original roe v. wade ruling , the abortion decision be leave to the woman and her physician before a fetus could live outside the womb .",0.14814814814814814,28-27 16-7 17-8 18-9 19-10 20-11 21-12 22-13 23-14 24-15 25-16 26-17 27-18 8-19 9-20 10-21 11-22 12-23 13-24 14-25 15-26 5-5 6-6 0-0 1-1 3-3 4-4 ,{},{},{},0-0 1-1 3-3 4-4 5-5 6-6 8-19 9-20 10-21 11-22 12-23 13-24 14-25 15-26 16-7 17-8 18-9 19-10 20-11 21-12 22-13 23-14 24-15 25-16 26-17 27-18 28-27 ,2-2 ,{},{}
news-C:631,news-C:631,,test,"Mr. Bloomberg later told reporters that the agreement '' will be a compromise , like the real world requires '' .","'' it will be a compromise , like the real world requires '' , he said .","mr. bloomberg later tell reporter that the agreement '' will be a compromise , like the real world require '' .","'' it will be a compromise , like the real world require '' , he say .",0.4545454545454546,20-16 9-2 10-3 11-4 12-5 13-6 14-7 15-8 16-9 17-10 18-11 19-12 3-15 8-0 ,{},{},{},3-15 4-15 5-15 8-0 9-2 10-3 11-4 12-5 13-6 14-7 15-8 16-9 17-10 18-11 20-13 ,0-14 1-14 6-1 7-1 ,{},{}
news-C:1554,news-C:1554,,test,prosecutors said the investment was a breach of duty and resulted in the pension fund immediately losing $ 1 million .,the indictment says the investment was a breach of fiduciary duties and resulted in the state pension fund immediately losing $ 1 million .,prosecutor say the investment be a breach of duty and result in the pension fund immediately lose $ 1 million .,the indictment say the investment be a breach of fiduciary duty and result in the state pension fund immediately lose $ 1 million .,0.17391304347826086,20-23 13-16 14-17 15-18 16-19 17-20 18-21 19-22 1-2 2-3 3-4 4-5 5-6 6-7 7-8 8-10 9-11 10-12 11-13 12-14 ,{},{},{},0-0 0-1 2-3 3-4 4-5 5-6 6-7 7-8 8-10 9-11 10-12 11-13 12-14 13-16 14-17 15-18 16-19 17-20 18-21 19-22 20-23 ,1-2 ,{},{}
VOM19981115_0700_0898-8-24,sent,8,real,then the army drove an armored personnel carrier to save this badly wounded person .,later the soldiers rescued the seriously injured man with an armed transport vehicle .,then the army drive an armored personnel carrier to save this badly wound person .,later the soldier rescue the seriously injured man with an armed transport vehicle .,0.88,14-13 13-7 11-5 12-6 9-3 2-10 7-11 ,{},{},{},{},{},{},{}
news-C:523,news-C:523,,test,"he was sent to Larned State Hospital , where he was evaluated and treated .",he ordered him sent to the Larned State Security Hospital for continued evaluation and treatment .,"he be send to larn state hospital , where he be evaluate and treat .",he order him send to the larned state security hospital for continued evaluation and treatment .,0.6818181818181819,14-15 2-3 3-4 5-7 6-9 4-6 11-12 13-14 12-13 0-2 ,{},{},{},2-3 3-4 4-6 5-7 6-9 12-13 14-15 ,0-2 1-1 1-2 9-2 11-12 13-14 ,{},{}
news-C:429,news-C:429,,test,"they passed through the Lemelson Medical , Educational and Research Foundation limited partnership in 2001 to Syndia .","it said the patents were '' allegedly '' assigned to Syndia in 2001 through the Lemelson Medical , Educational and Research Foundation Limited Partnership .","they pass through the lemelson medical , educational and research foundation limit partnership in 2001 to syndia .","it say the patent be '' allegedly '' assign to syndia in 2001 through the lemelson medical , educational and research foundation limit partnership .",0.36,17-24 2-13 3-14 4-15 5-16 6-17 7-18 8-19 9-20 10-21 11-22 12-23 13-11 14-12 15-9 16-10 ,{},{},{},1-8 2-13 3-14 4-15 5-16 6-17 7-18 8-19 9-20 10-21 11-22 12-23 13-11 14-12 15-9 16-10 17-24 ,0-2 0-3 ,{},{}
news-C:2128,news-C:2128,,test,"the intelligence service , headed by Fujimori 's spy chief , Vladimiro Montesinos , was accused of torture , drug trafficking and disappearances .","the head of the intelligence service under Mr. Fujimori , Vladimiro Montesinos , was accused of tortures and disappearances .","the intelligence service , head by fujimori 's spy chief , vladimiro montesinos , be accuse of torture , drug trafficking and disappearance .","the head of the intelligence service under mr. fujimori , vladimiro montesinos , be accuse of torture and disappearance .",0.34782608695652173,23-19 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 0-3 1-4 2-5 21-17 22-18 4-1 6-8 ,{},{},{},0-3 1-4 2-5 6-7 6-8 7-6 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 21-17 22-18 23-19 ,4-0 4-1 4-2 5-0 5-1 5-2 ,{},{}
news-C:322,news-C:322,,test,"consumers who said jobs are difficult to find jumped from 29.4 to 32.6 , while those claiming work was plentiful slipped from 13 to 12.6 .","consumers who said jobs are difficult to find jumped to 32.6 from 29.4 , while those saying work was plentiful slipped to 12.6 from 13 in April .","consumer who say job be difficult to find jumped from 29.4 to 32.6 , while those claim work be plentiful slip from 13 to 12.6 .","consumer who say job be difficult to find jumped to 32.6 from 29.4 , while those say work be plentiful slip to 12.6 from 13 in april .",0.125,25-27 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 17-17 18-18 19-19 20-20 13-13 14-14 15-15 9-11 10-12 11-9 12-10 21-23 22-24 23-21 24-22 16-16 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-11 10-12 11-9 12-10 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-23 22-24 23-21 24-22 25-27 ,{},{},{}
news-C:2711,news-C:2711,,test,"Gregory Parseghian , a former investment banker , was appointed chief executive .",Greg Parseghian was appointed the new chief executive .,"gregory parseghian , a former investment banker , be appoint chief executive .",greg parseghian be appoint the new chief executive .,0.6,12-8 10-6 11-7 8-2 9-3 1-1 ,{},{},{},0-0 1-1 8-2 9-3 10-6 11-7 12-8 ,{},{},{}
news-C:852,news-C:852,,test,they used discarded skin from consenting patients who had undergone surgery and exposed it to UVA light at intensities similar to that of sunlight .,Sanders and colleagues at RAFT exposed skin samples removed from consenting patients during surgery to UVA light at intensities similar to that of sunlight .,they use discard skin from consent patient who have undergone surgery and expose it to uva light at intensity similar to that of sunlight .,sander and colleague at raft expose skin sample remove from consent patient during surgery to uva light at intensity similar to that of sunlight .,0.43333333333333335,24-24 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 4-9 5-10 6-11 3-6 10-13 12-5 ,{},{},{},3-6 3-7 4-8 4-9 5-10 6-11 10-13 12-5 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 ,0-0 0-1 0-2 7-12 8-12 9-12 13-6 13-7 ,{},{}
news-C:936,news-C:936,,test,supporters say a city casino will attract tourists and conventioneers who will gamble and spend money in restaurants and stores .,supporters say those people will gamble and have enough money left over to spend in restaurants and stores .,supporter say a city casino will attract tourist and conventioneer who will gamble and spend money in restaurant and store .,supporter say those people will gamble and have enough money leave over to spend in restaurant and store .,0.56,20-18 16-14 17-15 18-16 19-17 11-4 12-5 13-6 0-0 1-1 14-13 15-9 ,{},{},{},0-0 1-1 11-4 12-5 13-6 14-13 15-9 16-14 17-15 18-16 19-17 20-18 ,7-2 7-3 8-2 8-3 9-2 9-3 ,{},{}
news-C:2035,news-C:2035,,test,initial reports indicated the shots had been fired from inside a mosque .,"according to Central Command 's initial reports , the attackers fired from a mosque in the city .",initial report indicate the shot have be fire from inside a mosque .,"accord to central command 's initial report , the attacker fire from a mosque in the city .",0.6363636363636364,12-17 0-5 1-6 7-10 8-11 10-12 11-13 ,{},{},{},0-5 1-6 7-10 8-11 10-12 11-13 12-17 ,2-0 2-1 ,{},{}
news-C:2168,news-C:2168,,test,it was the first speech by a US president to a joint session of the Philippines Congress since 1960 .,President Bush on Saturday became the first American president to address a joint session of the Philippine National Congress since Dwight Eisenhower in 1960 .,it be the first speech by a u president to a joint session of the philippine congress since 1960 .,president bush on saturday become the first american president to address a joint session of the philippine national congress since dwight eisenhower in 1960 .,0.5357142857142857,19-24 10-11 11-12 12-13 13-14 14-15 15-16 2-5 3-6 8-8 9-9 16-18 17-19 18-23 7-7 4-10 ,{},{},{},1-4 2-5 3-6 7-7 8-8 9-9 10-11 11-12 12-13 13-14 14-15 15-16 16-18 17-19 18-23 19-24 ,4-10 7-0 7-1 8-0 8-1 ,{},{}
VOM19981230_0700_0515-1-20,sent,1,real,several key figures of republicans in u.s. congress have opposing views about the impeachment proceedings .,keymen of the senators of the us disagreed on how to impeach president clinton .,several key figure of republican in u.s. congress have oppose view about the impeachment proceeding .,keymen of the senator of the u disagree on how to impeach president clinton .,0.8846153846153846,15-14 13-11 6-6 ,{},{},{},{},{},{},{}
news-C:178,news-C:178,,test,"Ryan Harvey , an outfielder from Dunedin high school in Florida , was selected with the sixth pick by the Chicago Cubs .","Ryan Harvey , a high school outfielder from Florida , was chosen sixth by the Cubs .","ryan harvey , an outfielder from dunedin high school in florida , be select with the sixth pick by the chicago cub .","ryan harvey , a high school outfielder from florida , be choose sixth by the cub .",0.3913043478260869,22-16 0-0 1-1 2-2 10-8 11-9 12-10 7-4 8-5 4-6 5-7 18-13 19-14 21-15 16-12 13-11 3-3 ,{},{},{},0-0 1-1 2-2 3-3 4-6 5-7 7-4 8-5 10-8 11-9 12-10 13-11 16-12 18-13 19-14 20-15 21-15 22-16 ,{},{},{}
news-C:1268,news-C:1268,,test,the findings were reported online in the June 1 edition of scientific journal Nature Medicine .,the findings are published in today 's edition of the journal Nature Medicine .,the finding be report online in the june 1 edition of scientific journal nature medicine .,the finding be publish in today 's edition of the journal nature medicine .,0.4444444444444444,15-13 12-10 13-11 14-12 0-0 1-1 2-2 9-7 10-8 5-4 ,{},{},{},0-0 1-1 3-3 5-4 6-6 9-7 10-8 12-10 13-11 14-12 15-13 ,2-2 7-5 8-5 ,{},{}
news-C:2719,news-C:2719,,test,analysts attributed the increase in part to negative news from bankrupt competitor WorldCom Inc. WCOEQ.PK and talk that AT&T could be a takeover target .,"analysts attributed its rise to negative news from bankrupt competitor WorldCom Inc. WCOEQ.PK and talk that AT&T could be a takeover target , among other factors .",analyst attribute the increase in part to negative news from bankrupt competitor worldcom inc. wcoeq.pk and talk that at & t could be a takeover target .,"analyst attribute it rise to negative news from bankrupt competitor worldcom inc. wcoeq.pk and talk that at & t could be a takeover target , among other factor .",0.303030303030303,26-28 6-4 7-5 8-6 9-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 24-22 25-23 0-0 1-1 3-3 ,{},{},{},0-0 1-1 2-2 3-3 4-23 4-24 4-25 5-23 5-24 5-25 6-4 7-5 8-6 9-7 10-8 11-9 12-10 13-11 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 24-26 ,{},{},{}
news-C:79,news-C:79,,test,the decision to issue new guidance has been prompted by intelligence passed to Britain by the FBI in a secret briefing in late July .,Scotland Yard 's decision to issue new guidance has been prompted by new intelligence passed to Britain by the FBI in late July .,the decision to issue new guidance have be prompt by intelligence pass to britain by the fbi in a secret briefing in late july .,scotland yard 's decision to issue new guidance have be prompt by new intelligence pass to britain by the fbi in late july .,0.25,24-23 1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-13 11-14 12-15 13-16 14-17 15-18 16-19 17-20 22-21 23-22 ,{},{},{},1-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-13 11-14 12-15 13-16 14-17 15-18 16-19 21-20 22-21 23-22 24-23 ,{},{},{}
news-C:298,news-C:298,,test,"another brother , Ali Imron , was sentenced to life in prison after cooperating with investigators and showing remorse .","another brother , Ali Imron , received a life sentence after he cooperated with the authorities and expressed remorse .","another brother , ali imron , be sentence to life in prison after cooperate with investigator and show remorse .","another brother , ali imron , receive a life sentence after he cooperate with the authority and express remorse .",0.48,19-19 0-0 1-1 2-2 3-3 4-4 5-5 13-12 14-13 18-18 17-17 7-9 9-8 12-10 16-16 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 6-7 6-8 6-9 7-6 7-7 7-8 7-9 8-6 8-7 8-8 8-9 9-6 9-7 9-8 9-9 10-6 10-7 10-8 10-9 11-6 11-7 11-8 11-9 12-10 13-12 14-13 15-15 16-16 17-17 18-18 19-19 ,{},{},{}
news-C:1347,news-C:1347,,test,"buyers can purchase a Windows- and Office-loaded desktop for $ 298 , excluding taxes , the report said .","buyers can now choose a Windows- and Office-loaded desktop for 12,390 baht -LRB- US$ 298 -RRB- , excluding taxes , the report said .","buyer can purchase a windows- and office-loaded desktop for $ 298 , exclude tax , the report say .","buyer can now choose a windows- and office-loaded desktop for 12,390 baht -lrb- u $ 298 -rrb- , exclude tax , the report say .",0.31999999999999995,19-25 12-18 13-19 14-20 15-21 16-22 17-23 18-24 3-4 4-5 5-6 6-7 7-8 8-9 9-10 0-0 1-1 10-15 11-16 ,{},{},{},0-0 1-1 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-13 10-14 11-16 12-17 13-18 14-19 15-20 16-21 17-22 18-23 ,{},{},{}
news-C:264,news-C:264,,test,"Seattle deputy police chief Clark Kimerer said the exercise here went well , with some aspects , including the communication system linking various agencies , working better than expected .","police deputy chief Clark Kimerer said the exercise went well , with some aspects , including the communication system between varying agencies , working better than expected .","seattle deputy police chief clark kimerer say the exercise here go well , with some aspect , include the communication system link various agency , work good than expect .","police deputy chief clark kimerer say the exercise go well , with some aspect , include the communication system between vary agency , work good than expect .",0.2068965517241379,29-27 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 23-21 24-22 25-23 26-24 27-25 28-26 3-2 4-3 5-4 6-5 7-6 8-7 22-20 1-1 2-0 ,{},{},{},1-1 2-0 3-2 4-3 5-4 6-5 7-6 8-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 24-22 25-23 26-24 27-25 28-26 29-27 ,{},{},{}
news-C:1017,news-C:1017,,test,the vast majority of trades will be priced at 20 cents per contract or less depending on participation in incentive schemes '' .,Eurex said '' the vast majority '' of trades on Eurex US would be priced at 20 cents per contract or less depending on '' participation in incentive schemes '' .,the vast majority of trade will be price at 20 cent per contract or less depend on participation in incentive scheme '' .,eurex say '' the vast majority '' of trade on eurex u would be price at 20 cent per contract or less depend on '' participation in incentive scheme '' .,0.18518518518518523,22-30 6-13 7-14 8-15 9-16 10-17 11-18 12-19 13-20 14-21 15-22 16-23 17-25 18-26 19-27 20-28 21-29 0-3 1-4 2-5 3-7 4-8 ,{},{},{},0-3 1-4 2-5 3-7 4-8 5-12 6-13 7-14 8-15 9-16 10-17 11-18 12-19 13-20 14-21 15-22 16-23 17-25 18-26 19-27 20-28 22-29 ,{},{},{}
news-C:2341,news-C:2341,,test,activists say they fear the gathering is an attempt by corporate farming to push bio-engineered crops on starving countries .,"instead , they fear the conference is an attempt by corporate farming and biotech interests to push into new markets .",activist say they fear the gathering be an attempt by corporate farming to push bio-engineered crop on starve country .,"instead , they fear the conference be an attempt by corporate farming and biotech interest to push into new market .",0.5862068965517242,19-20 6-6 7-7 8-8 9-9 10-10 11-11 2-2 3-3 4-4 12-15 13-16 ,{},{},{},2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-15 13-16 16-17 19-20 ,0-2 14-13 17-18 17-19 18-18 18-19 ,{},{}
news-C:1489,news-C:1489,,test,Republican officials said the advertising buy was proof that Democrats are panicking that they were losing their stature on Medicare .,Republican officials said the advertisements were proof that Democrats were panicking about losing their stature on Medicare .,republican official say the advertising buy be proof that democrat be panic that they be lose their stature on medicare .,republican official say the advertisement be proof that democrat be panic about lose their stature on medicare .,0.25,20-17 6-5 7-6 8-7 9-8 10-9 11-10 15-12 16-13 17-14 18-15 19-16 0-0 1-1 2-2 3-3 4-4 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-4 6-5 7-6 8-7 9-8 11-10 12-11 15-12 16-13 17-14 18-15 19-16 20-17 ,10-9 ,{},{}
chtb_263-4-17,sent,4,real,the conference also identified that transportation is the key area for cooperation .,"in this meeting , the traffic was confirmed as one of the important items in sub-regional co-operation .",the conference also identify that transportation be the key area for cooperation .,"in this meeting , the traffic be confirm a one of the important item in sub-regional co-operation .",0.88,12-17 11-16 1-2 5-5 8-12 6-6 7-11 ,{},{},{},{},{},{},{}
news-C:626,news-C:626,,test,"American forces here organized the elections , which officials say are important steps toward establishing democracy in Iraq .","U.S. forces organized the elections , which officials said were a step toward establishing democracy in the nation .","american force here organize the election , which official say be important step toward establish democracy in iraq .","u.s. force organize the election , which official say be a step toward establish democracy in the nation .",0.31818181818181823,18-18 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-9 12-11 13-12 14-13 15-14 16-15 1-1 0-0 ,{},{},{},0-0 1-1 3-2 4-3 5-4 6-5 7-6 8-7 12-11 13-12 14-13 15-14 16-15 18-18 ,9-8 10-9 17-16 17-17 ,{},{}
news-C:326,news-C:326,,test,"'' I think it happened very quickly '' , Houston Police Department homicide investigator Phil Yochum said of the crime .","'' I think it happened very quickly '' , said Investigator Phil Yochum of the Houston Police Department 's homicide division .","'' i think it happen very quickly '' , houston police department homicide investigator phil yochum say of the crime .","'' i think it happen very quickly '' , say investigator phil yochum of the houston police department 's homicide division .",0.13636363636363635,20-21 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-15 10-16 11-17 13-10 14-11 15-12 17-13 18-14 16-9 12-19 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-15 10-16 11-17 12-19 13-10 14-11 15-12 16-9 20-21 ,{},{},{}
